관측분야 : 지상기상관측
조회기간 : 임의기간& #40;시별& #41;: 2017-10-01 00시 ~ 2017-10-31 23시
관측지점 : 서울& #40;108& #41;
출력기후요소 : 기온,강수량

지점번호,지점,일시,기온 (℃),시간강수량 (mm),
108,서울,2017-10-29 07,11.6,,
108,서울,2017-10-29 08,11.9,,
108,서울,2017-10-29 09,12.7,,
108,서울,2017-10-29 10,13.4,,
108,서울,2017-10-29 11,15.1,,
108,서울,2017-10-29 12,16.5,,
108,서울,2017-10-29 13,16.5,,
108,서울,2017-10-29 14,16.1,,
108,서울,2017-10-29 15,14.8,,
108,서울,2017-10-29 16,14.0,,
108,서울,2017-10-29 17,11.8,,
108,서울,2017-10-29 18,10.2,,
108,서울,2017-10-29 19,9.0,,
108,서울,2017-10-29 20,8.3,,
108,서울,2017-10-29 21,7.5,,
108,서울,2017-10-29 22,7.1,,
108,서울,2017-10-29 23,6.8,,
108,서울,2017-10-30 00,6.3,,
108,서울,2017-10-30 01,5.5,,
108,서울,2017-10-30 02,5.1,,
108,서울,2017-10-30 03,4.9,,
108,서울,2017-10-30 04,4.5,,
108,서울,2017-10-30 05,4.2,,
108,서울,2017-10-30 06,3.3,,
108,서울,2017-10-30 07,2.9,,
108,서울,2017-10-30 08,2.7,,
108,서울,2017-10-30 09,5.4,,
108,서울,2017-10-30 10,7.4,,
108,서울,2017-10-30 11,9.6,,
108,서울,2017-10-30 12,10.5,,
108,서울,2017-10-30 13,11.4,,
108,서울,2017-10-30 14,12.0,,
108,서울,2017-10-30 15,12.8,,
108,서울,2017-10-30 16,12.5,,
108,서울,2017-10-30 17,12.1,,
108,서울,2017-10-30 18,10.0,,
108,서울,2017-10-30 19,9.8,,
108,서울,2017-10-30 20,8.9,,
108,서울,2017-10-30 21,8.1,,
108,서울,2017-10-30 22,7.6,,
108,서울,2017-10-30 23,7.0,,
108,서울,2017-10-31 00,6.2,,
108,서울,2017-10-31 01,5.8,,
108,서울,2017-10-31 02,5.4,,
108,서울,2017-10-31 03,4.9,,
108,서울,2017-10-31 04,4.7,,
108,서울,2017-10-31 05,4.1,,
108,서울,2017-10-31 06,3.9,,
108,서울,2017-10-31 07,3.7,,
108,서울,2017-10-31 08,4.8,,
108,서울,2017-10-31 09,8.0,,
108,서울,2017-10-31 10,11.0,,
108,서울,2017-10-31 11,12.5,,
108,서울,2017-10-31 12,13.9,,
108,서울,2017-10-31 13,15.0,,
108,서울,2017-10-31 14,14.9,,
108,서울,2017-10-31 15,15.1,,
108,서울,2017-10-31 16,15.2,,
108,서울,2017-10-31 17,14.3,,
108,서울,2017-10-31 18,13.5,,
108,서울,2017-10-31 19,12.7,,
108,서울,2017-10-31 20,12.3,,
108,서울,2017-10-31 21,12.1,,
108,서울,2017-10-31 22,12.2,,
108,서울,2017-10-31 23,12.1,,
